Industry_Type,Region,Country,Year,Co2_Emissions_MetricTons,Energy_Consumption_TWh,Automobile_Co2_Emissions_MetricTons,Industrial_Co2_Emissions_MetricTons,Agriculture_Co2_Emissions_MetricTons,Domestic_Co2_Emissions_MetricTons,Population_Millions,GDP_Billion_USD,Urbanization_Percentage,Renewable_Energy_Percentage,Industrial_Growth_Percentage,Transport_Growth_Percentage
Manufacturing,North America,India,2002,104.45,225.98,91.74,40.3,11.29,15.59,1359.32,13455.48,38.41,32.82,-3.45,-2
Manufacturing,North America,India,2018,145.95,320.84,70.62,147.48,34.89,5.39,1316.52,14955.19,49.66,32.89,14.34,2.91
Manufacturing,North America,India,2003,54.74,885.12,81.04,125.97,29.63,11.09,100.37,13631.14,45.61,54.76,5.27,-1.62
Mining,North America,India,2012,102.22,601.63,0.42,20.24,31.33,11.8,818.09,11798.48,20.46,38.13,-2.4,0.66
Mining,North America,India,2000,224.47,647.85,6.66,143.65,16.97,4.49,1068.99,6342.41,51.21,84.71,-4.03,8.17
Energy,North America,India,2017,265.52,926.15,50.7,7.42,47.31,3.37,1282.1,23055.99,72.11,27.67,-5.05,6.28
Construction,North America,India,2010,254.69,885.17,51.47,155.11,31.5,6.74,367.27,8051.91,32.19,45.96,-5.76,6.94
Manufacturing,North America,India,2016,252.1,800.59,22.14,11.99,4.72,14.12,1275.1,18171.18,99.98,33.75,-6.65,4.01
Mining,North America,India,2007,129.72,276.99,70.61,17.13,40.33,19.19,1055.14,7878.52,56.32,98.77,-3.72,5.03
Construction,North America,India,2010,240.47,861.58,72.3,59.84,14.31,11.97,1359.53,21038.12,23.04,79.74,0.95,5.29
Energy,North America,India,2004,80.57,724.91,14.19,82.45,34.81,3.91,1239.73,18493.74,97.49,96.69,7.79,1.04
Construction,North America,India,2016,18.42,749.45,8.65,59.61,16.1,13.12,295.74,9936.52,83.17,26.78,13.21,4.39
Construction,North America,India,2008,49.94,243.23,70.07,131.77,35.74,18.71,1094.48,24642.64,96.55,29.72,-7.7,-1.24
Mining,North America,India,2014,214.93,459.62,73.04,98.93,23.35,19.69,354.32,11747.2,40.52,48.31,-0.1,0.45
Manufacturing,North America,India,2020,205.88,458.51,55.47,89.92,48.74,14.22,1330.07,17765.37,41.58,28.18,-4.5,-0.06
Manufacturing,North America,India,2017,245.29,841.78,82.62,120.83,48.3,14.76,931.94,18773.17,30.65,8.85,0.14,4.84
Mining,North America,India,2017,264.51,566.81,91.15,40.58,19.24,17.24,230.27,16133.39,93.38,27.76,14.08,-2.91
Manufacturing,North America,India,2002,67.8,578.49,20.51,81.53,42.73,9.41,1467.21,9588.06,21.01,45.84,11.44,-2.84
Energy,North America,India,2010,268.25,57.4,73.95,26.5,2.72,0.59,271.84,4793.18,89.23,82.33,7.5,-2.97
Energy,North America,India,2007,137.95,941.6,65.56,41.33,6.09,10.51,1393.67,24297.68,66.37,66.03,-7.07,-3.35
Manufacturing,North America,India,2014,213.64,800.08,58.85,31.36,13.41,14.89,1093.25,17369.48,23.37,20.44,-5.95,1.1
Mining,North America,India,2019,13.14,555.48,8.44,199.21,22.39,10.89,1459.07,11255.97,21.42,73.83,1.75,-3
Mining,North America,India,2019,208.85,688.2,68.84,193.11,22.49,13.73,145.76,20835.98,75.22,57.13,3.51,5.74
Energy,North America,India,2011,41.41,710.76,94.91,168.74,1.7,17.86,1476.79,7821.36,30.25,6.38,-5.11,9.73
Energy,North America,India,2015,42.64,686.44,31.35,84.31,0.47,17.33,329.76,20676.21,91.65,91.41,1.8,8.72
Manufacturing,North America,India,2002,68.55,910.04,69.91,32.14,49.93,15.4,159.68,7303.3,74.61,89.89,13.24,6.29
Mining,North America,India,2013,9.02,35.79,41.04,191.47,6.28,15.89,2.75,5618.19,36.77,41.76,-9.42,4.06
Construction,North America,India,2021,299.07,116.16,55.4,9.6,32.4,9.2,1168.24,13767.23,54.64,44.26,-4.22,-1.84
Energy,North America,India,2017,207.9,449.69,63.36,28.2,43.43,3.65,622.92,1470.4,55.1,82.49,-3.52,-2.69
Energy,North America,India,2003,109.53,78.04,38.03,81.9,10.26,14.64,53.64,2412.04,33.99,92.12,-0.2,-3.1
Construction,North America,India,2021,255.79,805.08,73.08,42.19,6.6,12.2,892.13,24656.53,62.65,0.53,-7.64,-1.42
Manufacturing,North America,India,2006,278.19,777.79,19.79,56.61,48.62,6.79,1467.78,24972.43,31.76,45.14,-6.59,1.41
Construction,North America,India,2019,145.33,632.7,97.86,104.53,17.32,11.48,971.86,8403.21,27.37,54.2,-2.37,-2.45
Mining,North America,India,2007,80.33,566.05,81.32,166.25,34.87,17.25,574.62,7064.33,89.33,95.98,10.92,3.17
Mining,North America,India,2018,166.65,842.56,96.43,97.14,45.68,12.76,961.47,16665.01,28.79,19.47,-0.83,9.32
Mining,North America,India,2002,20.59,181.62,80.91,132.09,48.72,2.11,1138.29,12894.55,87.4,63.32,-1.69,7.91
Mining,North America,India,2000,163.45,436.23,86.94,6.3,22.81,18.19,1323.36,12497.02,31.71,13.93,-5.22,1.62
Construction,North America,India,2022,262.09,675.3,90.38,50.68,10.63,8.25,398.91,4412.74,49.97,35.81,-0.23,3.49
Mining,North America,India,2010,121.35,318.48,52.36,144.07,30.18,2.72,230.11,8812.57,90.36,71.27,-2.84,8.03
Construction,North America,India,2004,64.7,169.15,54.32,65.22,3.08,2.01,1273.38,16955.18,61.43,99.28,-1.73,1.56
Manufacturing,North America,India,2014,6.62,382.16,8.57,69.92,28.11,8.47,781.64,21785.19,22.65,26.25,-4.61,-1.08
Mining,North America,India,2001,261.19,205.66,82.04,30.39,17.28,6.6,69.34,6903.64,72.7,16.9,-3.1,-2.14
Mining,North America,India,2005,47.46,897.53,75.37,126.37,6.84,0.9,528.29,14689.05,45.27,22.9,-6.12,2.39
Construction,North America,India,2004,86.38,944.71,82.28,122.12,47.51,15.77,868.75,12920.02,79.02,80.84,-8.91,-3.56
Mining,Oceania,India,2003,44.02,161.48,67.49,183.78,11.37,2.03,1091.62,2127.15,36.85,95.08,-9.42,-3.8
Construction,Oceania,India,2001,225.36,26.67,78.98,30.21,19.12,0.94,468.85,12389.24,49.86,31.65,12.95,3.57
Manufacturing,Oceania,India,2018,114.21,465.06,5.89,24.51,21.59,8.41,432.79,9536.16,51.5,76.66,8.55,8.48
Manufacturing,Oceania,India,2015,39.36,746.46,98.59,189.22,38.34,9.04,545.06,14855.35,87.41,17.07,14.52,4.9
Construction,Oceania,India,2005,126.12,329.12,32.56,62.66,7.32,8.4,545.72,21367.05,66.18,75.17,-8.84,-2.53
Construction,Oceania,India,2017,182.73,828.69,45.72,182.99,40.9,8.88,1286.19,5418.64,84.24,89.33,7.81,2.7
Mining,Oceania,India,2019,62.49,789.68,37.92,82.34,49.74,14.08,828.5,21021.1,93.4,66.19,-9.05,7.42
Mining,Oceania,India,2019,40.34,172.74,75.55,67.86,34.23,11.83,351.69,22339.23,72.72,25.31,13.76,-3.41
Manufacturing,Oceania,India,2013,51.45,154.79,0.14,20.85,16.89,2.73,1239.64,20951.5,22.99,82.35,9.31,2.1
Construction,Oceania,India,2002,132.75,389.14,24.78,77.66,9.36,2.32,46.99,1051.59,74.1,95.68,-9.88,-0.77
Construction,Oceania,India,2000,21.13,873.32,61.47,104.15,15.69,4.84,138.92,18632.31,99.55,12.1,-5.13,8.42
Construction,Oceania,India,2011,94.97,362.73,98.28,183.99,20.93,6.47,1106.07,10184.8,89.35,53.66,-4.36,9.2
Manufacturing,Oceania,India,2000,180.69,481.25,5.9,37.62,21.35,7.5,656.63,12368.9,22.33,30.71,9.05,-1.82
Mining,Oceania,India,2007,76.92,483.38,49.53,68.45,30.89,17.95,663.6,16165.32,95.83,38.62,-9.64,-3.27
Construction,Oceania,India,2003,177.94,679.66,32.48,126.74,7.22,3.23,211.36,13920.42,64.71,38.67,-1.13,3.07
Mining,Oceania,India,2004,108.6,883.22,15.27,189.13,14.13,9.46,1093.34,22196.98,73.43,77.45,11.82,8.41
Construction,Oceania,India,2011,140.01,138,25.69,69.74,44.53,19.86,83.07,3483.65,62.12,66.53,2.25,1.55
Energy,Oceania,India,2016,99.07,508.02,85.22,36.67,28.55,9.05,1260.12,908.41,79.12,24.88,14.7,-4.14
Manufacturing,Oceania,India,2017,292.77,623.73,70.46,145.09,38.72,17.37,1229.06,7549.41,21.31,81.48,-5.65,-4.41
Construction,Oceania,India,2008,34.2,768.49,14.2,144.85,27.36,14.6,1374.58,12832.32,81.05,23.65,-6,3.37
Manufacturing,Oceania,India,2019,176.56,416.34,31.51,178.61,7.04,2.07,846.55,20966.29,54.88,0.36,2.6,-1.98
Energy,Oceania,India,2017,175.65,772.76,73.63,59.22,47.92,12.5,651.79,23995.34,97.95,27.5,9.83,-2.41
Manufacturing,Oceania,India,2022,88.29,645.29,33.44,10.56,37.52,1.09,1476.26,577.01,40.79,77.19,14.01,-1.33
Mining,Oceania,India,2002,203.49,205.55,36.76,91.4,48.97,12.81,457.71,8853.29,59.64,12.88,7.04,9.57
Manufacturing,Oceania,India,2005,61.83,190.8,68.33,20.8,26.57,4.79,273.8,5021.85,91.71,93.7,14.44,6.41
Manufacturing,Oceania,India,2000,166.42,709.74,37.66,137.82,21.75,17.04,801.62,21218.61,96.8,81.18,-1.09,5.72
Mining,Oceania,India,2005,7.56,188.94,20.59,126.92,5.97,17.95,404.09,12101.49,85.28,34.44,10.72,0.18
Energy,Oceania,India,2010,77.9,723.16,33.64,112.73,3.12,8.65,130.43,1475.46,58.44,71.06,7.63,-4.58
Energy,Oceania,India,2015,23.75,28.06,21.55,1.9,28.32,0.94,1160.54,20371.22,93.59,69.41,9.31,8.8
Construction,Oceania,India,2021,172.88,613.42,99.13,11.51,31.09,5.61,388.35,6774.9,50.07,9.84,4.45,5.53
Mining,Oceania,India,2019,284.75,111.11,73.01,43.67,0.64,6.34,634.99,4089.41,54.08,13.7,-5.2,0.57
Energy,Oceania,India,2001,27.79,635.5,67.65,113.35,15.36,9.28,396.76,9978.28,23.84,70.12,14.44,-0.46
Manufacturing,Oceania,India,2020,198.71,645.62,54.22,24.28,5.06,2.11,1167.12,2930.11,26.65,5.07,4.79,0.9
Mining,Oceania,India,2008,126.72,450.07,52.58,137.89,38.56,6.89,47.71,23533.08,37.84,88.65,0.15,0.96
Mining,Oceania,India,2006,122.28,941.46,23.05,164.45,7.94,11.67,935.27,5496.8,98.81,55.43,3.11,7.94
Manufacturing,Oceania,India,2022,83.54,587.09,22.15,149.16,42.41,5.53,810.78,7905.07,26.92,48.38,-1.04,0.14
Mining,Oceania,India,2016,116.29,93.66,98.74,128.61,9.43,12.3,1143.29,8674.33,89.33,1.81,3.87,-4.2
Mining,Oceania,India,2019,59.12,14.49,60.32,67.29,28.93,18.1,1291.37,3502.11,72.79,74.45,1.56,6
Construction,Oceania,India,2005,222.02,375.75,41.32,94.96,12.34,9.45,497.2,15138.46,30.24,58.95,14.28,4.07
Mining,Oceania,India,2012,271.01,562.97,56.17,151.98,3.86,0.35,975.25,16267.43,37.42,66.17,7.89,4.34
Construction,Oceania,India,2017,65.07,904.59,63.19,123.02,20.28,4.49,914.97,17463.27,47.2,78.08,13.15,3.34
Manufacturing,Oceania,India,2010,47.12,973.73,44.1,30.22,40.15,17.54,1431.64,9035.62,27.27,56.01,-9.05,-3.97
Manufacturing,Oceania,India,2015,35.21,867.64,18.73,2.76,34.43,14.64,1464.21,4973.7,44.22,66.7,-2.71,8.29
Mining,Oceania,India,2003,240.99,651.57,27.61,77.89,5.37,1.85,604.96,12759.94,55.96,23.46,5.04,4.18
Energy,Oceania,India,2006,173.92,107.74,95.54,90.38,5.3,0.32,1113.79,11071.43,93.6,81.07,-7.79,-4.42
Manufacturing,Oceania,India,2018,245.97,695.77,29.96,25.08,48.17,13.12,1496.55,5728.18,51.28,29.29,12.06,9.73
Construction,Oceania,India,2016,27.02,804.32,82.61,131.95,28.2,18.81,623.96,20611.24,86.17,66.57,0.38,-3.83
Construction,Oceania,India,2015,224.68,286.56,14.16,183.79,16.54,13.5,1432.48,4273.12,66.69,53.29,10.19,0.98
Energy,Oceania,India,2012,287.2,211.87,89.2,143.14,0.68,19.79,351.83,10967.03,93.61,81.8,0.26,6.62
Construction,Oceania,India,2020,189.48,170.49,52.63,28.11,0.1,2.93,1262.95,19062.69,82.4,28.82,-0.27,2.51
Energy,Oceania,India,2019,141.1,974.36,0.73,95.9,47.27,10.66,234.1,17768.53,29.56,80.89,-1.73,-2.62
Manufacturing,Oceania,India,2022,247.68,10.23,97.57,13.34,48.42,5.93,668.45,20337.1,26.75,13.14,1.71,3.08
Manufacturing,Oceania,India,2020,89.19,55.02,49.82,144.66,28.66,10.03,138.99,13483.32,75.25,96.06,9.48,6.21
Manufacturing,Oceania,India,2007,229.78,416.32,3.76,4.65,38.44,8.72,967.07,20786.34,64.24,48.35,0.43,5.28
Construction,Oceania,India,2019,128.31,857.03,51.6,32.51,47.72,2.82,1307.83,8733.03,98.1,99.71,8.39,2.63
Manufacturing,Oceania,India,2012,225.89,641.27,10.12,45.8,10.82,18.19,858.24,22516.32,36.23,73.93,-8.27,8.87
Mining,Oceania,India,2021,243.72,917.05,98.09,6.08,1.32,2.22,1182.46,6701.38,71.18,88.77,-9.86,4.02
Energy,Oceania,India,2008,146.81,282.87,18.04,23.53,11.31,9.88,344.01,13168.16,65.88,85.99,7.13,1.48
Construction,Oceania,India,2012,166.82,439.71,40.1,135.88,46.4,16.51,1154.73,3129.07,62.02,39.8,-7.97,3.35
Construction,Oceania,India,2005,92.91,295.68,73.15,90.39,28.38,3.82,146.72,9547.47,38.02,15.87,1.61,3.97
Energy,Oceania,India,2011,198.65,554.25,5,129.44,6.27,18.92,198.06,21217.18,44.71,17.83,-4.69,6.97
Energy,Oceania,India,2005,277.03,108.61,15.18,65.88,27.67,14.79,1049.92,9089.72,43.7,95.81,-6.73,-2.71
Manufacturing,Oceania,India,2022,226.13,488.49,35.86,88.1,9.91,13.06,75.43,22138.01,96.47,72.82,9.38,4.77
Manufacturing,Oceania,India,2013,169.49,568.1,86.39,191.08,17.54,11.8,497.62,4800.04,61.23,36.69,-6.2,4.25
Manufacturing,Oceania,India,2006,228.01,597.84,7.1,7.53,48.22,9.6,1330.02,22621.04,53.24,5.07,6.33,4.07
Energy,Oceania,India,2006,185.68,873.05,62.56,91.97,5.5,5.51,162.22,18608.44,67.92,83.68,2.01,-3.86
Energy,Oceania,India,2003,36.64,202.64,6.59,192.75,25.28,1.1,1403.7,21236.16,32.55,81.72,-6.25,3.68
Construction,Oceania,India,2022,162.19,9.04,14.34,77.82,1.55,4.45,663.54,8183.78,51.11,60.7,10.45,-3.5
Construction,Oceania,India,2004,199.43,434.25,48.99,116.13,24.83,18.83,983.94,11332.94,99.68,68.01,12.93,-3.02
Energy,Oceania,India,2018,267.92,340.55,39.4,125.6,33.55,1.54,705.85,10894.97,43.91,37.6,-8.7,5.8
Construction,Oceania,India,2009,224.43,226.19,54.67,159.57,41.95,12.71,926.39,7256.22,51.13,4.94,5.06,-4.75
Manufacturing,Oceania,India,2006,285.87,721.26,95.57,119.26,41.17,16.58,1315.44,23400.12,84.36,89.53,-5.66,5.49
Construction,Oceania,India,2018,292.41,347.18,4.96,16.13,44.56,12.61,624.52,10118.66,47.9,30.02,12.89,-4.99
Energy,Oceania,India,2003,233.45,214.19,25.54,124.24,40.61,18.17,1369.65,15836.8,95.3,43.77,-6.78,2.15
Manufacturing,Oceania,India,2021,286.35,865.89,61.3,20.44,8.91,2.03,430.09,9472.83,81.02,95.19,9.96,1.98
Energy,Oceania,India,2010,236.33,603.36,35.24,126.63,31.44,16.61,561.43,921.62,48.54,90.02,-4.06,7.16
Construction,Oceania,India,2014,44.63,581.71,59.95,13.87,8.44,16.59,941.86,17451.74,71.76,13.69,-8.34,8.38
Manufacturing,Oceania,India,2000,18.24,98.15,20.03,177.07,16.05,7.87,1375.96,16499.59,89.76,93.87,-5.21,9.75
Construction,Oceania,India,2001,226.26,723.79,0.42,85.53,25.66,14,252.73,14063.18,23.99,8.07,0.15,2.02
Energy,Oceania,India,2009,174.69,772.79,77.98,181.37,14.15,2.22,1462.12,5245.11,43.63,87.35,-6.5,2.89
Energy,Oceania,India,2004,157.99,804.47,56.22,50.47,12.45,17.76,1090.46,11177.13,45.04,33.09,8.28,-0.12
Energy,Oceania,India,2001,26.95,888.07,95.48,70.39,43.14,3.22,520.61,15475.6,58.88,93.61,-0.81,-0.49
Construction,Oceania,India,2004,264.18,225.62,3.44,100.99,31.18,4.21,1377.49,24470.89,33.28,65.47,12.12,0.43
Manufacturing,Oceania,India,2010,84.13,711.24,67.05,48.98,9.06,4.02,151.63,12661.57,71.79,18.2,-8.38,6.75
Mining,Oceania,India,2009,45.01,62.16,72.92,180.08,22.1,8.25,1164.79,11139.9,46.91,99.2,-9.06,3.15
Mining,Oceania,India,2007,95.3,919.58,74.59,181.13,19.12,16.78,408.8,561.24,99.38,37.98,14.88,3.61
Construction,Oceania,India,2020,19.49,960.9,37.05,160.32,46.25,18.22,1350.12,11997.44,93.61,4.83,3.11,-1.32
Mining,Oceania,India,2017,238.36,336.54,31.08,165.78,29.37,5.32,927.56,2042.46,89.62,7.81,9.5,9.22
Mining,Oceania,India,2006,203.24,472.58,69.42,48.16,2.78,14.17,1412.4,23618.99,70.98,96.41,-0.95,6.87
Mining,Oceania,India,2006,33.96,487.55,17.57,139.92,21.89,13.47,889.47,18917.72,55.42,14.11,4.17,8.75
Energy,Oceania,India,2004,18.89,492.43,42.32,97.65,23.13,4.66,1112.46,7343.89,64.27,52.99,8.6,4.55
Energy,Oceania,India,2003,213.94,882.34,93.51,195.28,14.09,10.44,552.98,7611.31,47.95,33.55,3.72,-3.12
Energy,Oceania,India,2007,89.54,386.58,60.79,198.66,8.66,9.79,1231.89,14322.55,98.66,44.96,1.57,2.06
Energy,Oceania,India,2015,25.64,525.49,5.6,108.37,44.93,13.43,1108.4,1814.25,46.67,80.59,6.95,-1.39
Energy,Oceania,India,2000,135.34,30.49,74.31,102.14,40.02,11.12,1218.72,1028.42,58.51,81.87,7.63,-0.24
Energy,Oceania,India,2017,77.36,214.64,25.6,158.96,38.56,5.14,1499.49,22172.05,44.74,40.64,-6.98,-0.31
Mining,Oceania,India,2016,38.33,589.97,86.15,151.69,36.61,12.88,711.31,16657.76,37.97,42.18,2.77,-1.74
Construction,Oceania,India,2012,27.38,608.97,51.88,51.57,8.73,17.4,1445.01,8709.89,39.34,12.19,-6.25,8.2
Manufacturing,Oceania,India,2011,207.51,668.08,27.68,104.46,12.57,0.26,127.85,14103.98,74.51,43.08,6.64,-3.81
Manufacturing,Oceania,India,2022,223.67,405.54,4.7,99.26,24.44,11.81,1142.93,16953.86,84.59,79.31,1.85,-4.94
Mining,Oceania,India,2003,289.85,96.47,2.53,186.87,11.5,2.73,1142.18,19669.67,38.88,27.52,0.11,-1.01
Construction,Oceania,India,2010,193.48,731.49,36.3,40.65,30.95,9.88,712.2,11521.51,63.7,30.96,13.28,2.46
Construction,Oceania,India,2011,74.16,81.4,30.57,122.43,41.91,2.86,483.37,14398.24,83.85,96.84,6.99,-3.8
Construction,Oceania,India,2015,143,357.27,27.94,109.68,39.57,14.74,337.41,14616.58,60.41,18.82,0.92,-1.68
Construction,Oceania,India,2004,237.78,172.35,14.38,188.49,43.26,7.76,566.38,21696.51,33.95,9.41,-8.99,5.8
Energy,Oceania,India,2004,240.73,437.2,77.07,65.62,47.19,11.41,1353.5,19443.96,42.77,56.22,11.13,0.39
Construction,Oceania,India,2015,170.1,259.16,62.47,137.73,27.74,3.13,382.12,22094.31,43.97,13.14,-7.25,6.36
Construction,Oceania,India,2011,26.7,119.62,4.08,184.01,5.78,5.32,1327.94,10414.41,51.95,8.9,4.78,1.63
Mining,Oceania,India,2012,229.65,997.43,98.39,113.97,42.55,6.71,202.19,23601.81,89.53,15.56,8.55,7.62
Manufacturing,Oceania,India,2000,213.95,68.32,33.09,178.77,14.11,2.83,1043.63,13008.69,79.65,63.1,-5.98,1.76
Energy,Oceania,India,2017,107.85,42.68,38.26,51.11,44.27,15.43,719.61,23471.12,78.35,81.31,-6.68,0.7
Construction,Oceania,India,2009,68.66,827.79,38.17,163.13,13.46,10.08,394.03,8976.36,83.87,24.26,-9.78,-0.38
Construction,Oceania,India,2005,144.22,289.45,19.08,166.59,27.19,12.48,664.27,16515.08,99.75,55.14,-2.45,0.68
Manufacturing,Oceania,India,2020,210.11,868.98,92.48,138.71,38.95,7.15,615.85,13861.54,85.55,69.48,9.62,6.12
Manufacturing,Oceania,India,2022,113.81,706.76,29.52,85.35,32.8,11.91,1369.73,2262.07,47.69,86.7,-2.68,-4.82
Construction,Oceania,India,2012,127.14,902.25,20.54,182.97,27.47,15.26,395.77,1514.26,25.66,32.43,12.15,-3.78
Energy,Oceania,India,2008,74.66,935.33,28.16,116,39.9,5.81,258.96,8414.71,39.85,71.05,-3.7,6.27
Mining,Oceania,India,2021,110.85,736.06,82.62,73.31,17.56,2.01,1016.49,11299.58,43.13,26.73,12.65,7.65
Mining,Oceania,India,2007,88.51,523.36,58.25,6.21,11.14,7.18,1002.25,2307.21,25.69,10.8,14.75,6.26
Manufacturing,Oceania,India,2006,156.07,684.02,42.75,21.51,13.1,7.08,400.03,23736.38,49.08,26.13,-4.39,-1.37
Construction,Oceania,India,2002,116.09,931.87,91.51,77.44,29.84,10.83,776.46,11506.93,68.25,23.7,12.15,8.1
Manufacturing,Oceania,India,2012,22.75,898.34,46.51,7.81,3.47,18.95,273.61,11655.2,81.66,50.62,5.17,7.63
Manufacturing,Oceania,India,2011,43.48,859.01,48.77,154.18,29.18,4.12,922.61,13923.96,69.23,21.4,13.25,9.52
Energy,Oceania,India,2016,29.77,892.76,80.34,84.69,40.12,15.44,119.48,3784.75,77.32,66.73,10,-2.09
Construction,Oceania,India,2007,37.07,607.47,53.31,4,11.44,13.08,479.84,9612.38,48.39,16.07,-8.56,-0.59
Mining,Oceania,India,2000,166.29,672.78,7.09,145.83,14.14,0.69,570.63,7446.11,80.11,45.55,-5.6,-4.23
Energy,Oceania,India,2003,75.37,480.46,79.95,40.93,33.88,9.68,1360.99,5253.11,25.88,56.34,-0.2,-0.3
Energy,Oceania,India,2010,198.73,591.52,32.12,176.36,43.32,19.9,461.99,13974.81,84.85,50.92,-9.27,1.44
Energy,Oceania,India,2019,97.48,93.38,61.57,17.61,12.62,11.68,920.78,2099.55,98.02,80.95,-7.92,-1.97
Mining,Oceania,India,2017,141.39,231.87,6.78,175.61,43.91,2.32,673.67,8546.51,29.58,82.43,1.92,-4.85
Construction,Oceania,India,2022,132.92,444.76,91,46.41,7.5,11.06,334.51,8914.65,54.61,88.15,4.08,7.25
Mining,Oceania,India,2021,228,590.03,11.75,199.78,27.91,0.46,1080.06,15152.92,40.49,6.89,3.57,3.34
Construction,Oceania,India,2008,114.37,600.91,13.28,50.54,7.19,0.18,217.32,13057.75,65.13,5.03,1.32,8.13
Energy,Oceania,India,2009,57.5,405.54,20.46,59.81,4.63,17.81,387.33,10666.04,41.81,10.75,-7.38,2.52
Mining,Oceania,India,2007,45.3,532.35,8.5,15.22,22.12,18.02,449.13,20475.85,84.99,25.64,4.45,4.31
Manufacturing,Oceania,India,2018,56.93,556.43,31.18,13.77,1.16,7.3,1437.18,16259.91,35.61,52.06,-3.1,-3.82
Construction,Oceania,India,2018,124.05,836.75,89.19,42.56,18.26,12.09,1159.9,6307.19,37.79,53.05,13.92,7.71
Mining,Oceania,India,2003,97.86,12.2,52.05,105.91,19.74,16.69,609.73,17506.57,68.92,20.13,7.75,-4.9
Manufacturing,Oceania,India,2004,279.96,775.5,57.6,43.43,47.17,15.6,158.4,24954.84,60.71,64.12,-9.26,3.23
Construction,Oceania,India,2021,36.88,898.57,43.25,2.39,17.66,9.15,1012.06,21956.96,69.4,36.52,5.06,-1.69
Manufacturing,Oceania,India,2006,175.4,121.5,93.83,29.62,46.29,3.06,530.87,24412.62,78.52,74.87,6.53,-1.57
Energy,Oceania,India,2008,194.55,544.73,71.22,100.49,26.8,11.79,580.63,3631.18,97.69,82.87,-8.39,-1.38
Energy,Oceania,India,2000,35.7,118.89,32.71,134.81,1.6,3.42,262,22783.33,76.32,86.27,-4.7,6.55
Mining,Oceania,India,2018,22.58,223.8,4.43,10.43,11.82,12.89,619.05,3156.02,83.64,48.76,6.13,-1.36
Construction,Oceania,India,2009,144.24,290.06,45.38,128.98,11.09,14.82,102.68,22760.35,60.16,94.19,-1.43,2.15
Manufacturing,Oceania,India,2005,35.95,524.16,88.64,151.1,39.39,11.42,200.17,18995.13,90.21,69.93,-0.13,-1.86
Construction,Oceania,India,2007,226.71,244.35,60.76,72.8,30.13,11.11,1060.5,23363.82,46.92,17.81,10.62,-3.65
Mining,Oceania,India,2007,270.95,292.65,6.54,170.67,29.91,11.79,1196.58,16467.56,32.91,77.69,2.25,-2.66
Energy,Oceania,India,2018,58.43,356.41,78.6,187.68,21.68,8.09,635.6,18575.62,67.4,25.56,-0.76,0.24
Manufacturing,Oceania,India,2013,118.45,439.82,59.1,171.61,22.94,7.56,914.48,24493.43,68.06,60.1,-4,8.26
Manufacturing,Oceania,India,2010,2.57,679.19,51.38,152.09,17.46,16.82,1073.3,5805.81,53.11,35.45,-1.02,9.53
Energy,Oceania,India,2000,175.02,295.28,23.27,151.62,10.53,9.43,100.8,4933.34,65.14,92.6,14.87,2.27
Energy,Oceania,India,2007,222.07,322.92,52.19,196.22,35.33,10.83,943.35,9769.42,89.74,28.88,-2.18,-0.57
Manufacturing,Oceania,India,2013,293.23,728.36,99.08,91.19,49.13,17.36,548.67,10598.67,77.7,58.94,-3.34,-0.06
